239	295	6
239	296	1
239	240	2
239	189	3
240	189	4
240	239	5
240	296	6
240	297	1
240	241	2
240	190	3
241	190	4
241	240	5
241	297	6
241	298	1
241	242	2
241	191	3
242	191	4
242	241	5
242	298	6
242	299	1
242	243	2
242	192	3
243	192	4
243	242	5
243	299	6
243	300	1
243	244	2
243	193	3
244	193	4
244	243	5
244	300	6
244	301	1
244	245	2
244	194	3
245	194	4
245	244	5
245	301	6
245	302	1
245	303	2
245	246	3
246	195	4
246	194	5
246	245	6
246	303	1
246	304	2
246	247	3
247	196	4
247	195	5
247	246	6
247	304	1
247	305	2
247	248	3
248	197	4
248	196	5
248	247	6
248	305	1
248	306	2
248	249	3
249	198	4
249	197	5
249	248	6
249	306	1
249	307	2
249	250	3
250	199	4
250	198	5
250	249	6
250	307	1
250	308	2
250	251	3
251	200	4
251	199	5
251	250	6
251	308	1
251	309	2
251	252	3
252	201	4
252	200	5
252	251	6
252	309	1
252	310	2
252	253	3
253	202	4
253	201	5
253	252	6
253	310	1
253	311	2
253	254	3
254	255	4
254	202	5
254	253	6
254	311	1
254	312	2
254	313	3
255	256	4
255	203	5
255	202	6
255	254	1
255	313	2
255	314	3
256	257	4
256	204	5
256	203	6
256	255	1
256	314	2
256	315	3
257	258	4
257	205	5
257	204	6
257	256	1
257	315	2
257	316	3
258	259	4
258	206	5
258	205	6
258	257	1
258	316	2
258	317	3
259	260	4
259	207	5
259	206	6
259	258	1
259	317	2
259	318	3
260	261	4
260	208	5
260	207	6
260	259	1
260	318	2
260	319	3
261	262	4
261	209	5
261	208	6
261	260	1
261	319	2
261	320	3
262	263	4
262	210	5
262	209	6
262	261	1
262	320	2
262	321	3
263	323	4
263	264	5
263	210	6
263	262	1
263	321	2
263	322	3
264	324	4
264	265	5
264	211	6
264	210	1
264	263	2
264	323	3
265	325	4
265	266	5
265	212	6
265	211	1
265	264	2
265	324	3
266	326	4
266	267	5
266	213	6
266	212	1
266	265	2
266	325	3
267	327	4
267	268	5
267	214	6
267	213	1
267	266	2
267	326	3
268	328	4
268	269	5
268	215	6
268	214	1
268	267	2
268	327	3
269	329	4
269	270	5
269	216	6
269	215	1
269	268	2
269	328	3
270	330	4
270	271	5
270	217	6
270	216	1
270	269	2
270	329	3
271	331	4
271	218	5
271	170	6
271	217	1
271	270	2
271	330	3
